date,time,Air_Temp,Barometric_Press,Dew_Point,Relative_Humidity,Wind_Dir,Wind_Gust,Wind_Speed
2015_02_06,21:37:46,53.08,29.62,42.4,67,202.07,32,11.2
2015_02_06,21:41:54,53.12,29.62,42.24,66.4,178.38,32,18
2015_02_06,21:42:46,53.12,29.62,42.18,66.2,178.17,32,20
2015_02_06,21:46:54,53.02,29.62,41.94,65.8,191.21,32,18.8
2015_02_06,21:47:46,53,29.62,41.84,65.6,192.02,32,19.6
2015_02_06,21:51:54,53,29.62,41.6,65,191,32,19.2
2015_02_06,21:52:46,53.02,29.62,41.62,65,190.59,32,19.4
2015_02_06,21:56:54,53.04,29.62,41.64,65,195.99,32,19.6
2015_02_06,21:57:46,52.98,29.62,41.66,65.2,196.19,32,19
2015_02_06,22:01:54,52.86,29.62,41.54,65.2,199.21,32,21.8
2015_02_06,22:02:46,52.9,29.62,41.42,64.8,203.2,32,21.2
2015_02_06,22:06:54,52.94,29.62,41.46,64.8,202.2,31,22.6
2015_02_06,22:07:46,52.9,29.62,41.5,65,202.8,31,23.6
2015_02_06,22:11:54,52.78,29.61,41.38,65,202.59,31,23.6
2015_02_06,22:12:46,52.78,29.61,41.38,65,203.97,31,24
2015_02_06,22:16:54,52.76,29.61,41.6,65.6,202.59,31,25.2
2015_02_06,22:17:46,52.74,29.62,41.66,65.8,199.81,31,24.2
2015_02_06,22:21:54,52.58,29.62,41.5,65.8,203.4,31,23.2
2015_02_06,22:22:46,52.54,29.61,41.38,65.6,204.2,31,23.4
2015_02_06,22:26:55,52.42,29.61,41.1,65.2,205.4,31,23.4
2015_02_06,22:27:46,52.4,29.61,41.08,65.2,203.8,31,24.2
2015_02_06,22:31:55,52.8,29.61,41.08,64.2,205.8,31,23.4
2015_02_06,22:32:47,52.9,29.61,41.1,64,206.6,31,22
2015_02_06,22:36:55,52.74,29.61,40.94,64,203.2,24,18.8
2015_02_06,22:37:47,52.7,29.61,40.9,64,204.8,24,18.2
2015_02_06,22:41:55,52.56,29.61,40.84,64.2,204.4,24,16.4
2015_02_06,22:42:47,52.48,29.6,40.84,64.4,201.8,24,17.6
2015_02_06,22:46:55,52.42,29.6,40.7,64.2,197.8,24,19
2015_02_06,22:47:47,52.42,29.6,40.7,64.2,198.8,27,18.8
2015_02_06,22:51:55,52.36,29.6,40.88,64.8,200.8,27,20.6
2015_02_06,22:52:47,52.38,29.6,40.9,64.8,195.98,27,19
2015_02_06,22:56:55,51.78,29.6,41.26,67.2,180.39,27,15
2015_02_06,22:57:47,51.46,29.6,41.34,68.2,181.2,27,14.8
2015_02_06,23:01:55,50.4,29.6,41.22,70.6,179.63,27,13
2015_02_06,23:02:47,50.22,29.6,41.18,71,183,27,15.2
2015_02_06,23:06:55,50.36,29.6,41.24,70.8,168.33,23,15.8
2015_02_06,23:07:47,50.42,29.6,41.3,70.8,160.83,23,13.8
2015_02_06,23:11:55,49.66,29.6,41.44,73.2,175.21,23,12.4
2015_02_06,23:12:47,49.36,29.6,41.36,73.8,182.36,23,11
2015_02_06,23:16:55,48.52,29.6,41.16,75.6,198.24,23,8.4
2015_02_06,23:17:47,48.5,29.6,41.14,75.6,200.21,23,8.6
2015_02_06,23:21:55,48.82,29.6,41.1,74.6,210.78,23,8.8
2015_02_06,23:22:47,48.8,29.6,41.16,74.8,206.02,23,9.6
2015_02_06,23:26:56,48.34,29.61,41.2,76.2,189.83,23,12.4
2015_02_06,23:27:47,48.44,29.61,41.3,76.2,190.44,23,13
2015_02_06,23:31:56,49.26,29.61,41.62,74.8,193.99,23,11.8
2015_02_06,23:32:47,49.28,29.61,41.56,74.6,192.39,23,11.8
2015_02_06,23:36:56,48.62,29.61,41.18,75.4,157.75,20,17.2
2015_02_06,23:37:48,48.42,29.61,41.06,75.6,149.4,21,17.4
2015_02_06,23:41:56,48.26,29.61,41.06,76,158.93,21,15
2015_02_06,23:42:48,48.28,29.61,41.14,76.2,171.38,21,14
2015_02_06,23:46:56,47.96,29.61,41.22,77.4,174.12,21,11
2015_02_06,23:47:48,47.88,29.61,41.16,77.4,166.06,21,11
2015_02_06,23:51:56,47.8,29.61,41.02,77.2,180.04,21,11
2015_02_06,23:52:48,47.68,29.61,40.96,77.4,186.04,21,10.8
2015_02_06,23:56:56,46.92,29.61,40.82,79.2,198.16,21,10.4
2015_02_06,23:57:48,46.84,29.62,40.88,79.6,199.38,21,10.8
2015_02_07,0:01:56,46.64,29.62,41.02,80.6,198.6,21,11.8
2015_02_07,0:02:48,46.56,29.62,41,80.8,196.81,21,12
2015_02_07,0:06:56,46.36,29.61,40.86,81,167.72,17,12.6
2015_02_07,0:07:48,46.44,29.61,40.94,81,161.43,17,13.2
2015_02_07,0:11:56,46.86,29.61,41.12,80.2,153.8,19,14.2
2015_02_07,0:12:48,46.82,29.61,41.08,80.2,155.59,19,13.8
2015_02_07,0:16:59,46.34,29.61,40.84,81,178.8,19,10.6
2015_02_07,0:17:48,46.2,29.61,40.76,81.2,183.21,19,10
2015_02_07,0:21:59,45.64,29.61,40.62,82.6,182.65,19,8.4
2015_02_07,0:22:48,45.54,29.61,40.58,82.8,175.68,19,9
2015_02_07,0:26:59,45.96,29.61,40.94,82.6,144.21,19,13.4
2015_02_07,0:27:48,46.18,29.61,41.04,82.2,142,19,13.4
2015_02_07,0:32:02,46.64,29.61,41.14,81,165.04,19,9
2015_02_07,0:32:48,46.62,29.61,41.12,81,172.13,19,8
2015_02_07,0:37:48,46.06,29.61,40.86,82,156.57,15,9.8
2015_02_07,0:38:04,46.08,29.61,40.94,82.2,153.3,15,10.4
2015_02_07,0:42:48,46.5,29.6,41.24,81.8,136.2,15,12
2015_02_07,0:44:10,46.64,29.6,41.2,81.2,135.2,15,10.4
2015_02_07,0:47:49,46.64,29.6,41.14,81,156.96,15,6.8
2015_02_07,0:49:22,46.44,29.6,41,81.2,168.92,15,6.2
2015_02_07,0:52:49,46.06,29.6,40.8,81.8,142.9,15,9.6
2015_02_07,0:54:23,45.98,29.6,40.84,82.2,149.32,15,9.2
2015_02_07,0:57:49,45.94,29.6,40.92,82.6,183.48,15,6.6
2015_02_07,0:59:24,45.86,29.6,40.9,82.8,172.01,15,7.4
2015_02_07,1:02:49,45.8,29.6,40.9,83,175.96,15,7.8
2015_02_07,1:04:31,45.8,29.6,40.9,83,194.2,12,8.4
2015_02_07,1:07:49,45.74,29.6,40.84,83,198.47,12,8
2015_02_07,1:09:49,45.72,29.6,40.82,83,190.29,12,7.4
2015_02_07,1:12:49,46.02,29.59,41.06,82.8,178.61,12,7.8
2015_02_07,1:15:05,46.4,29.59,41.26,82.2,165.08,12,8.8
2015_02_07,1:17:49,46.82,29.59,41.38,81.2,178.69,12,8.6
2015_02_07,1:20:19,46.7,29.59,41.26,81.2,182.64,13,8
2015_02_07,1:22:49,46.56,29.59,41.24,81.6,167.59,13,8.8
2015_02_07,1:25:32,46.58,29.59,41.26,81.6,171.54,13,8
2015_02_07,1:27:49,46.52,29.59,41.14,81.4,186,13,7.2
2015_02_07,1:30:32,46.14,29.59,40.94,82,197,13,5.8
2015_02_07,1:32:49,45.8,29.59,40.78,82.6,199.2,13,6.4
2015_02_07,1:35:32,45.42,29.59,40.82,83.8,212.72,9,7.4
2015_02_07,1:37:49,45.32,29.59,41,84.6,223.83,9,6
2015_02_07,1:40:32,45.24,29.59,41.04,85,227.2,9,3.4
2015_02_07,1:42:49,45.2,29.59,41,85,226.8,9,2.2
2015_02_07,1:45:32,45.2,29.59,41,85,236.91,9,2
2015_02_07,1:47:50,45.14,29.59,40.94,85,259.59,9,2.8
2015_02_07,1:50:32,44.9,29.59,40.88,85.6,295.47,9,3
2015_02_07,1:52:50,44.78,29.59,40.88,86,304,9,1.8
2015_02_07,1:55:32,44.8,29.58,40.9,86,293.35,9,1.4
2015_02_07,1:57:50,44.82,29.58,40.86,85.8,292.52,9,3.6
2015_02_07,2:00:32,44.52,29.58,40.5,85.6,300.4,9,6.4
2015_02_07,2:02:50,44.02,29.58,40.12,86,295.2,9,6.6
2015_02_07,2:05:32,43.18,29.58,39.76,87.6,301.01,8,6.6
2015_02_07,2:07:50,42.78,29.58,39.66,88.6,315.6,9,7.6
2015_02_07,2:10:33,42.44,29.58,39.62,89.6,312.04,9,8
2015_02_07,2:12:50,42.34,29.58,39.7,90.2,306.83,9,7.2
2015_02_07,2:15:33,42.3,29.57,39.84,90.8,320,10,7.4
2015_02_07,2:17:50,42.34,29.57,39.94,91,318.04,10,7.6
2015_02_07,2:20:33,42.4,29.57,40,91,315.75,10,6.4
2015_02_07,2:22:50,42.34,29.57,39.94,91,322.43,10,5.2
2015_02_07,2:25:33,42.2,29.57,39.8,91,308.89,10,4.8
2015_02_07,2:27:50,42.1,29.57,39.74,91.2,300.8,10,5
2015_02_07,2:30:33,42,29.57,39.76,91.8,300.2,10,5.4
2015_02_07,2:32:50,42.02,29.57,39.82,92,293.41,10,5.6
2015_02_07,2:35:33,42.12,29.57,39.92,92,295.81,6,5
2015_02_07,2:37:50,42.24,29.57,40.04,92,300.8,6,4.6
2015_02_07,2:40:34,42.42,29.57,40.14,91.6,293.6,7,5
2015_02_07,2:42:50,42.48,29.57,40.12,91.2,294.4,8,6
2015_02_07,2:45:34,42.5,29.57,40.1,91,306.79,8,7
2015_02_07,2:47:50,42.54,29.56,40.14,91,312.6,8,6.8
2015_02_07,2:50:34,42.66,29.56,40.26,91,315.4,8,6
2015_02_07,2:52:50,42.72,29.56,40.32,91,319.2,8,5.8
2015_02_07,2:55:34,42.76,29.56,40.36,91,329,8,6.4
2015_02_07,2:57:50,42.72,29.56,40.32,91,331.4,8,6.6
2015_02_07,3:00:34,42.52,29.56,40.12,91,324.21,8,6.6
2015_02_07,3:02:51,42.36,29.56,39.96,91,322.2,8,6.6
2015_02_07,3:05:34,42.18,29.56,39.9,91.6,326,7,6.2
2015_02_07,3:07:51,42.1,29.56,39.9,92,332.4,7,5.4
2015_02_07,3:10:34,42,29.55,39.82,92,341.2,7,4.8
2015_02_07,3:12:51,41.92,29.55,39.78,92,340.2,7,4.8
2015_02_07,3:15:34,41.76,29.55,39.66,92,342.2,7,3.8
2015_02_07,3:17:51,41.66,29.55,39.64,92.4,343.2,7,3.4
2015_02_07,3:20:34,41.56,29.55,39.66,93,337,7,4
2015_02_07,3:22:51,41.5,29.55,39.6,93,334.4,7,4.2
2015_02_07,3:25:34,41.42,29.54,39.52,93,335.21,7,3.6
2015_02_07,3:27:51,41.4,29.54,39.62,93.4,328.63,7,3.2
2015_02_07,3:30:34,41.36,29.54,39.7,93.8,323.35,7,2.8
2015_02_07,3:32:51,41.32,29.54,39.66,93.8,338.04,7,2.4
2015_02_07,3:35:34,41.3,29.54,39.7,94,350.4,4,2.2
2015_02_07,3:37:51,41.34,29.54,39.74,94,345.8,4,2.2
2015_02_07,3:40:34,41.4,29.53,39.8,94,350.78,4,2.2
2015_02_07,3:42:51,41.44,29.53,39.84,94,359.41,4,2.6
2015_02_07,3:45:34,41.5,29.53,39.9,94,3,4,2.2
2015_02_07,3:47:51,41.48,29.53,39.88,94,356.6,4,1.8
2015_02_07,3:50:35,41.42,29.53,39.82,94,351.4,5,3.2
2015_02_07,3:52:51,41.42,29.52,39.82,94,353.8,5,3.8
2015_02_07,3:55:35,41.42,29.52,39.82,94,355,5,3.2
2015_02_07,3:57:51,41.4,29.52,39.8,94,357,5,3
2015_02_07,4:00:35,41.4,29.52,39.8,94,353.05,5,2.8
2015_02_07,4:02:51,41.36,29.52,39.76,94,340.95,5,3.2
2015_02_07,4:05:35,41.28,29.52,39.68,94,322,4,3.8
2015_02_07,4:07:51,41.26,29.52,39.66,94,315.19,4,3.4
2015_02_07,4:10:35,41.28,29.52,39.68,94,300.09,4,3
2015_02_07,4:12:51,41.26,29.52,39.66,94,283.92,4,3.2
2015_02_07,4:15:35,41.16,29.52,39.56,94,276.59,5,4
2015_02_07,4:17:52,41.12,29.51,39.52,94,284.41,5,4.4
2015_02_07,4:20:35,41.18,29.51,39.7,94.4,295.6,6,5
2015_02_07,4:22:52,41.32,29.51,39.96,94.8,299.2,6,5.4
2015_02_07,4:25:35,41.58,29.51,40.22,94.8,301.4,6,5.2
2015_02_07,4:27:51,41.76,29.51,40.28,94.4,303.2,6,5
2015_02_07,4:30:35,41.98,29.51,40.38,94,308.2,6,5.6
2015_02_07,4:32:51,42.12,29.51,40.52,94,310.2,6,5.6
2015_02_07,4:35:35,42.36,29.5,40.58,93.4,313.6,6,4.8
2015_02_07,4:37:51,42.46,29.5,40.56,93,318.6,6,5
2015_02_07,4:40:35,42.48,29.5,40.4,92.4,331.99,6,4.8
2015_02_07,4:42:51,42.44,29.5,40.36,92.4,342.22,6,4.6
2015_02_07,4:45:35,42.32,29.5,40.42,93,352.6,7,4.8
2015_02_07,4:47:52,42.2,29.5,40.3,93,355,7,5
2015_02_07,4:50:35,42.02,29.5,40.12,93,355,7,5
2015_02_07,4:52:52,41.92,29.5,40.02,93,354.2,7,4
2015_02_07,4:55:35,41.78,29.5,39.88,93,353,7,1.8
2015_02_07,4:57:52,41.68,29.5,39.78,93,351.4,7,1
2015_02_07,5:00:35,41.54,29.5,39.82,93.6,340.4,7,2.4
2015_02_07,5:02:52,41.48,29.5,39.88,94,336.8,7,2.8
2015_02_07,5:05:35,41.38,29.5,39.78,94,346.39,4,2.4
2015_02_07,5:07:52,41.32,29.5,39.72,94,357.21,5,3.4
2015_02_07,5:10:35,41.3,29.5,39.76,94.2,343.27,5,2.6
2015_02_07,5:12:52,41.3,29.5,39.76,94.2,323.48,5,2
2015_02_07,5:15:35,41.28,29.5,39.86,94.6,326.2,5,3.4
2015_02_07,5:17:52,41.24,29.5,39.94,95,327.6,5,3.6
2015_02_07,5:20:35,41.2,29.5,39.9,95,314,5,3.2
2015_02_07,5:22:52,41.2,29.5,39.9,95,302.6,5,3.6
2015_02_07,5:25:35,41.26,29.49,39.96,95,306.78,5,4.2
2015_02_07,5:27:52,41.36,29.49,40.06,95,320.03,5,4.4
2015_02_07,5:30:36,41.44,29.49,40.14,95,325.8,5,4.4
2015_02_07,5:32:52,41.4,29.49,40.1,95,319.41,5,4.2
2015_02_07,5:35:36,41.3,29.49,40,95,299.38,6,4.8
2015_02_07,5:37:52,41.24,29.49,39.94,95,295.6,6,4.8
2015_02_07,5:40:36,41.18,29.49,39.88,95,310.57,6,4.4
2015_02_07,5:42:52,41.2,29.49,39.94,95.2,325.41,6,4.2
2015_02_07,5:45:36,41.32,29.49,40.18,95.8,327.23,6,4
2015_02_07,5:47:52,41.42,29.49,40.32,96,310.96,6,4
2015_02_07,5:50:36,41.5,29.49,40.36,95.8,298.99,6,3.4
2015_02_07,5:52:52,41.5,29.49,40.32,95.6,309.39,6,2.8
2015_02_07,5:55:36,41.54,29.49,40.28,95.2,322.2,6,3
2015_02_07,5:57:52,41.58,29.49,40.28,95,308.54,6,3.8
2015_02_07,6:00:36,41.54,29.49,40.24,95,281.18,6,4.6
2015_02_07,6:02:53,41.46,29.49,40.16,95,281.16,6,4.6
2015_02_07,6:05:36,41.4,29.49,40.1,95,294.64,6,4.4
2015_02_07,6:07:53,41.4,29.49,40.14,95.2,302.6,6,4.2
2015_02_07,6:10:36,41.44,29.49,40.3,95.8,313.6,6,4
2015_02_07,6:12:53,41.52,29.49,40.42,96,315.4,6,4.2
2015_02_07,6:15:36,41.7,29.49,40.6,96,318.8,7,5
2015_02_07,6:17:53,41.8,29.49,40.7,96,325.6,7,5.4
2015_02_07,6:20:36,41.84,29.49,40.74,96,340.79,7,5.4
2015_02_07,6:22:53,41.88,29.49,40.78,96,351.82,7,5
2015_02_07,6:25:36,41.98,29.49,40.8,95.6,352.6,7,4.6
2015_02_07,6:27:53,42,29.49,40.74,95.2,342.41,7,4.4
2015_02_07,6:30:36,41.92,29.49,40.62,95,320.57,7,3.6
2015_02_07,6:32:53,41.84,29.49,40.54,95,311.6,7,3.2
2015_02_07,6:35:36,41.78,29.49,40.48,95,316.4,4,3.4
2015_02_07,6:37:53,41.74,29.49,40.44,95,323.4,4,3
2015_02_07,6:40:36,41.68,29.5,40.38,95,327,4,1.4
2015_02_07,6:42:53,41.64,29.5,40.34,95,328,4,1
2015_02_07,6:45:37,41.62,29.5,40.32,95,330.4,4,1
2015_02_07,6:47:53,41.62,29.5,40.32,95,331,4,1
2015_02_07,6:50:37,41.6,29.5,40.3,95,334,4,0.6
2015_02_07,6:52:53,41.6,29.5,40.3,95,336,4,0.2
2015_02_07,6:55:37,41.56,29.5,40.26,95,336,4,0.4
2015_02_07,6:57:53,41.52,29.5,40.22,95,336,4,0.6
2015_02_07,7:00:37,41.5,29.5,40.24,95.2,299.63,4,1.2
2015_02_07,7:02:53,41.5,29.5,40.32,95.6,280.2,4,1
2015_02_07,7:05:37,41.52,29.5,40.42,96,286,2,0
2015_02_07,7:07:53,41.54,29.5,40.44,96,286,2,0
2015_02_07,7:10:37,41.54,29.5,40.44,96,286,2,0
2015_02_07,7:12:53,41.54,29.5,40.44,96,286,2,0
2015_02_07,7:15:37,41.52,29.5,40.42,96,286,2,0
2015_02_07,7:17:54,41.54,29.5,40.44,96,286,2,0
2015_02_07,7:20:37,41.6,29.5,40.5,96,286,2,0
2015_02_07,7:22:54,41.6,29.5,40.5,96,286,2,0
2015_02_07,7:25:37,41.6,29.5,40.5,96,286,2,0
2015_02_07,7:27:54,41.6,29.5,40.5,96,286,2,0
2015_02_07,7:30:37,41.66,29.5,40.56,96,286,2,0
2015_02_07,7:32:54,41.7,29.5,40.6,96,286,2,0
2015_02_07,7:50:37,41.66,29.51,40.56,96,324.2,2,0.2
2015_02_07,7:52:54,41.62,29.51,40.52,96,322.44,2,1
2015_02_07,7:55:38,41.54,29.51,40.44,96,305.69,3,1.6
2015_02_07,7:57:54,41.46,29.51,40.36,96,303.99,3,1
2015_02_07,8:00:38,41.4,29.51,40.3,96,313,3,0.2
2015_02_07,8:02:54,41.36,29.51,40.26,96,313,3,0
2015_02_07,8:05:38,41.3,29.51,40.2,96,312.4,2,0.2
2015_02_07,8:07:54,41.3,29.51,40.2,96,305.44,3,1.2
2015_02_07,8:10:38,41.3,29.52,40.2,96,286.96,3,2
2015_02_07,8:12:54,41.28,29.52,40.18,96,281.2,3,1
2015_02_07,8:15:38,41.22,29.52,40.12,96,281.2,3,0
2015_02_07,8:17:54,41.2,29.52,40.1,96,273.64,5,1.2
2015_02_07,8:20:38,41.2,29.52,40.1,96,137.05,6,4.8
2015_02_07,8:22:54,41.2,29.53,40.1,96,132.19,6,5.4
2015_02_07,8:25:38,41.2,29.53,40.1,96,133.04,6,4.2
2015_02_07,8:27:54,41.2,29.53,40.1,96,123.14,6,4.4
2015_02_07,8:30:38,41.2,29.53,40.1,96,126.9,8,6
2015_02_07,8:32:55,41.16,29.53,40.06,96,138.22,9,7.2
2015_02_07,8:35:38,41.04,29.53,39.94,96,144.61,9,7.4
2015_02_07,8:37:55,41,29.53,39.9,96,140.18,9,7.8
2015_02_07,8:40:38,41.04,29.53,40,96.2,132,12,10
2015_02_07,8:42:55,41.14,29.53,40.22,96.6,127.41,12,9.8
2015_02_07,8:45:38,41.28,29.53,40.48,97,135.5,12,6
2015_02_07,8:47:55,41.3,29.54,40.5,97,147.8,12,3
2015_02_07,8:50:38,41.32,29.54,40.52,97,179.79,12,0.8
2015_02_07,8:52:55,41.36,29.54,40.56,97,175.51,12,2.2
2015_02_07,8:55:38,41.46,29.54,40.66,97,145.08,12,2.8
2015_02_07,8:57:55,41.54,29.54,40.74,97,164.34,12,1
2015_02_07,9:00:38,41.64,29.54,40.84,97,194.5,12,2
2015_02_07,9:02:55,41.68,29.54,40.88,97,210.88,12,4.4
2015_02_07,9:05:38,41.72,29.55,40.92,97,243.2,8,4
2015_02_07,9:07:55,41.72,29.55,40.92,97,222.36,8,1.6
2015_02_07,9:10:39,41.72,29.54,40.92,97,222.16,8,2.6
2015_02_07,9:12:55,41.7,29.54,40.9,97,249.41,9,5.4
2015_02_07,9:15:39,41.64,29.55,40.84,97,249.61,9,5.4
2015_02_07,9:17:55,41.74,29.55,40.94,97,239.81,13,4.8
2015_02_07,9:20:39,42.1,29.55,41.3,97,209.12,23,6.8
2015_02_07,9:22:55,42.74,29.55,41.94,97,206.94,31,9.6
2015_02_07,9:25:39,43.72,29.56,42.92,97,209.16,31,9.4
2015_02_07,9:27:55,44.14,29.56,43.34,97,182.55,32,14.4
2015_02_07,9:30:39,45.56,29.56,44.54,96.2,161.36,41,21.4
2015_02_07,9:32:55,46.62,29.56,45.04,94.2,170.09,41,17.2
2015_02_07,9:35:39,47.6,29.57,44.86,90.2,195.77,34,17.6
2015_02_07,9:37:56,48.1,29.57,44.82,88.4,187.49,34,18
2015_02_07,9:40:39,48.6,29.57,44.84,86.8,186.51,34,18.2
2015_02_07,9:42:56,48.72,29.56,44.78,86.2,189.47,34,17.8
2015_02_07,9:45:39,48.92,29.56,44.8,85.6,210.49,34,14.2
2015_02_07,9:47:56,49.02,29.57,44.78,85.2,197.89,34,13.4
2015_02_07,9:50:39,48.18,29.57,43.82,84.8,152.54,34,12.2
2015_02_07,9:52:56,47.16,29.57,43.28,86.4,154.74,34,12.8
2015_02_07,9:55:39,46.18,29.57,43.2,89.4,159.2,34,13.4
2015_02_07,9:57:56,45.8,29.57,43.06,90.2,149.6,34,13.2
2015_02_07,10:00:39,45.28,29.57,42.96,91.6,153.2,34,11.6
2015_02_07,10:02:56,45.08,29.58,42.88,92,159.6,34,9.8
2015_02_07,10:05:39,44.9,29.58,42.7,92,161.21,12,9.8
2015_02_07,10:07:56,44.8,29.58,42.72,92.4,158.8,14,11.2
2015_02_07,10:10:39,44.84,29.58,43.06,93.4,151.8,15,13.2
2015_02_07,10:12:56,44.94,29.58,43.16,93.4,143.79,19,14.8
2015_02_07,10:15:39,44.98,29.58,43.08,93,138.4,20,17.4
2015_02_07,10:17:56,44.88,29.58,42.98,93,137.4,25,19
2015_02_07,10:20:39,45,29.58,43.28,93.6,140.38,29,20
2015_02_07,10:22:56,45.6,29.58,43.82,93.4,150.4,34,22.4
2015_02_07,10:25:40,47.1,29.58,44.6,91,168.83,34,25.6
2015_02_07,10:27:56,48.06,29.59,44.9,88.8,162.12,34,23.4
2015_02_07,10:30:40,48.86,29.59,44.98,86.4,146.71,44,23.2
2015_02_07,10:32:56,49.08,29.59,44.96,85.6,157.38,50,27.2
2015_02_07,10:35:40,49.36,29.59,45.06,85,162.8,53,30
2015_02_07,10:37:56,49.56,29.59,45.2,84.8,169.6,56,30.8
2015_02_07,10:40:40,49.76,29.59,45.16,84,174.07,56,31.4
2015_02_07,10:42:57,49.84,29.59,45.12,83.6,167.98,56,27.6
2015_02_07,10:45:40,49.96,29.59,45.14,83.4,160.72,56,28.8
2015_02_07,10:47:57,50.04,29.59,45.2,83.4,163.62,56,26.8
2015_02_07,10:50:40,50.22,29.59,45.3,83.2,166.34,56,28.6
2015_02_07,10:52:57,50.38,29.59,45.26,82.6,160.4,56,34.2
2015_02_07,10:55:40,50.38,29.59,45.14,82.2,165.19,59,31.6
2015_02_07,10:57:57,50.3,29.59,45.12,82.4,170.63,60,33.4
2015_02_07,11:00:40,50.4,29.6,45.1,82,170.23,60,33
2015_02_07,11:02:57,50.48,29.6,45,81.4,165.61,60,30.4
2015_02_07,11:05:40,50.5,29.6,44.9,81,174.39,55,30.6
2015_02_07,11:07:57,50.54,29.6,44.94,81,186.31,55,26.6
2015_02_07,11:10:40,50.7,29.6,45.16,81.2,180.57,55,28.8
2015_02_07,11:12:57,50.76,29.61,45.22,81.2,168.8,55,30.4
2015_02_07,11:15:40,50.8,29.61,45.02,80.4,163.4,55,28.4
2015_02_07,11:17:57,50.9,29.6,44.92,79.8,162.2,55,30.8
2015_02_07,11:20:40,50.94,29.61,44.88,79.6,169.4,55,24.2
2015_02_07,11:22:57,50.86,29.61,44.72,79.4,176.97,55,25.4
2015_02_07,11:25:40,50.74,29.61,44.6,79.4,173.17,55,28.2
2015_02_07,11:27:57,50.74,29.62,44.68,79.6,170.39,55,22
2015_02_07,11:30:40,50.94,29.61,44.74,79.2,171.17,55,23
2015_02_07,11:32:57,51.06,29.61,44.66,78.6,168.99,55,31.2
2015_02_07,11:35:40,51.2,29.61,44.6,78,166,57,35
2015_02_07,11:37:57,51.24,29.61,44.7,78.2,161.8,57,31
2015_02_07,11:40:41,51.22,29.62,44.6,78,163.2,63,31.4
2015_02_07,11:42:57,51.18,29.62,44.5,77.8,173.78,63,33.6
2015_02_07,11:45:41,51.04,29.62,44.44,78,172.65,63,33.6
2015_02_07,11:47:58,50.98,29.62,44.38,78,168.63,63,35.2
2015_02_07,11:50:41,51.02,29.62,44.42,78,176.21,63,32.6
2015_02_07,11:52:58,51.14,29.62,44.46,77.8,174.6,63,30.2
2015_02_07,11:55:41,51.22,29.62,44.46,77.6,170.6,63,36.8
2015_02_07,11:57:58,51.18,29.63,44.56,78,171.4,63,39.8
2015_02_07,12:00:41,51.06,29.63,44.64,78.6,177.01,63,33.8
2015_02_07,12:02:58,50.98,29.63,44.62,78.8,172.79,63,30.6
2015_02_07,12:05:41,50.9,29.63,44.54,78.8,157.62,56,33
2015_02_07,12:07:58,50.84,29.63,44.48,78.8,163.88,56,33
2015_02_07,12:10:41,50.8,29.64,44.58,79.2,165.89,56,30.4
2015_02_07,12:12:58,50.86,29.64,44.64,79.2,159.12,64,26.8
2015_02_07,12:15:41,50.96,29.63,44.66,79,166.19,64,31.8
2015_02_07,12:17:58,50.96,29.63,44.74,79.2,171.18,64,36
2015_02_07,12:20:41,50.94,29.64,44.88,79.6,171.59,64,30
2015_02_07,12:22:58,50.86,29.64,44.72,79.4,172.01,64,29.8
2015_02_07,12:25:41,50.72,29.64,44.5,79.2,161.4,64,26.2
2015_02_07,12:27:58,50.74,29.64,44.52,79.2,161.38,64,27.6
2015_02_07,12:30:41,50.78,29.64,44.56,79.2,170.02,64,33.6
2015_02_07,12:32:58,50.76,29.64,44.54,79.2,169.62,64,33.8
2015_02_07,12:35:41,50.78,29.65,44.48,79,181.39,51,29.4
2015_02_07,12:37:58,50.78,29.65,44.48,79,181.39,51,24.8
2015_02_07,12:40:41,50.64,29.65,44.42,79.2,187.85,51,23
2015_02_07,12:42:58,50.6,29.65,44.46,79.4,183.63,51,22.2
2015_02_07,12:45:41,50.56,29.66,44.34,79.2,173.2,51,22.6
2015_02_07,12:47:59,50.56,29.65,44.26,79,179.8,51,23
2015_02_07,12:50:41,50.58,29.65,44.28,79,176.6,51,23.4
2015_02_07,12:52:59,50.54,29.65,44.24,79,180.41,51,26.6
2015_02_07,12:55:42,50.7,29.66,44.48,79.2,190.79,51,25.2
2015_02_07,12:57:59,50.82,29.66,44.6,79.2,201,51,21.8
2015_02_07,13:00:42,50.94,29.66,44.64,79,212.2,51,22.2
2015_02_07,13:02:59,50.96,29.66,44.66,79,206.19,51,21
2015_02_07,13:05:42,50.74,29.66,44.44,79,186.23,24,18.8
2015_02_07,13:07:59,50.5,29.66,44.36,79.4,177.6,25,18.8
2015_02_07,13:10:42,50.06,29.65,44.28,80.4,174.8,28,19
2015_02_07,13:12:59,49.92,29.66,44.26,80.8,173.2,28,18.4
2015_02_07,13:15:42,50,29.66,44.34,80.8,177.6,33,21
2015_02_07,13:17:59,50.12,29.66,44.4,80.6,179.2,33,19.6
2015_02_07,13:20:42,50.36,29.66,44.52,80.2,180.59,34,20
2015_02_07,13:22:59,50.56,29.66,44.66,80,177.45,34,23
2015_02_07,13:25:42,50.76,29.66,44.86,80,174.44,34,22.8
2015_02_07,13:27:59,50.72,29.66,44.82,80,179.41,34,20.6
2015_02_07,13:30:42,50.68,29.66,44.7,79.8,185.58,34,20.4
